id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
766354,2011,01/06/2011,1102012,1.0,MORTGAGE,3,Low,100000,1,12000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,5.42,A,1,7.54,12663.72,12000.01,0.0,361.92,ulster
794498,2011,01/06/2011,1062013,10.0,MORTGAGE,3,Low,45992,1,10000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,5.42,A,1,13.7,10736.11,10000.0,0.0,301.6,Northern-Irl
794466,2011,01/06/2011,1052014,10.0,MORTGAGE,3,Low,71000,1,14000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.99,A,1,12.27,15551.53715,14000.0,0.0,432.22,leinster
793621,2011,01/06/2011,1072014,10.0,RENT,1,Low,28800,1,5000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,10.59,B,2,21.0,5855.681778,5000.0,0.0,162.73,cannught
794496,2011,01/06/2011,1032014,10.0,MORTGAGE,3,Low,84000,1,10000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,5.99,A,1,3.59,10931.388190000001,10000.0,0.0,304.18,munster
794456,2011,01/06/2011,1102011,3.0,RENT,1,Low,28000,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,11.49,B,2,9.21,786.3,448.16,0.0,263.86,Northern-Irl
794455,2011,01/06/2011,1052014,4.0,RENT,1,Low,47000,1,19000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,19.4,22696.19952,19000.0,0.0,630.99,Northern-Irl
794412,2011,01/06/2011,1042012,9.0,MORTGAGE,3,Medium,105000,2,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.99,C,3,7.67,21997.79,20000.0,0.0,465.27,ulster
794423,2011,01/06/2011,1072014,4.0,MORTGAGE,3,Low,56000,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.49,A,1,12.19,16788.43891,15000.0,0.0,466.53,leinster
794375,2011,01/06/2011,1092013,10.0,MORTGAGE,3,Low,66000,1,6600, 36 months,1,INDIVIDUAL,1,moving,10,Low,1,Good Loan,0,11.49,B,2,17.27,7520.55,6599.99,0.0,217.62,Northern-Irl
793182,2011,01/06/2011,1072014,1.0,RENT,1,Low,48000,1,4100, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,10.38,4901.4910820000005,4100.0,0.0,136.16,Northern-Irl
794415,2011,01/06/2011,1032013,9.0,MORTGAGE,3,Low,78000,1,9450, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.99,B,2,23.69,10767.51,9450.0,0.0,309.34,leinster
794397,2011,01/06/2011,1092013,5.0,MORTGAGE,3,Low,45500,1,7500, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Bad Loan,1,11.49,B,2,18.78,6097.68,4636.03,182.88,247.29,Northern-Irl
794362,2011,01/06/2011,1112013,3.0,RENT,1,Medium,125000,2,12000, 36 months,1,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,6.99,A,1,4.29,13260.76,12000.0,0.0,370.48,munster
794329,2011,01/07/2011,1072014,10.0,MORTGAGE,3,Low,31000,1,7500, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,5.42,A,1,22.26,8142.429292,7500.0,0.0,226.2,cannught
794296,2011,01/06/2011,1072014,0.5,RENT,1,Low,60000,1,5600, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,9.99,B,2,10.96,6518.8556149999995,5600.0,0.0,180.67,munster
790135,2011,01/06/2011,1062014,8.0,MORTGAGE,3,Low,75000,1,9000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,5.99,A,1,7.62,9853.595049,9000.0,0.0,273.76,leinster
794278,2011,01/06/2011,1072014,4.0,RENT,1,Low,60000,1,11400, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,15.23,C,3,11.84,14255.96869,11400.0,0.0,396.47,leinster
794268,2011,01/06/2011,1062013,1.0,RENT,1,Medium,129005,2,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,18.79,E,5,10.43,14561.17,12000.0,0.0,438.6,ulster
794254,2011,01/06/2011,1092012,3.0,RENT,1,Low,40000,1,5000, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Bad Loan,1,8.49,A,1,16.5,2202.34,1789.54,0.0,157.82,Northern-Irl
794252,2011,01/06/2011,1092012,1.0,RENT,1,Low,23000,1,2800, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,21.74,F,6,4.7,1616.52,876.66,110.13,106.56,cannught
794253,2011,01/06/2011,1082013,6.0,RENT,1,Low,100000,1,35000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.29,E,5,19.98,47139.68,35000.01,0.0,913.52,leinster
782440,2011,01/06/2011,1092012,10.0,MORTGAGE,3,Medium,125004,2,30000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.62,D,4,16.07,34641.43,29999.98,0.0,1049.1,leinster
794224,2011,01/07/2011,1122012,7.0,OWN,2,Low,69000,1,9000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.99,A,1,26.31,9604.55,9000.0,0.0,273.76,leinster
794197,2011,01/06/2011,1072014,3.0,OWN,2,Low,33600,1,9500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.99,C,3,20.32,11517.84134,9500.0,0.0,320.05,Northern-Irl
787316,2011,01/06/2011,1022013,4.0,MORTGAGE,3,Low,35000,1,3825, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.49,A,1,14.74,4172.56,3825.0,0.0,118.97,munster
794020,2011,01/07/2011,1102011,8.0,MORTGAGE,3,Medium,150000,2,25000, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Bad Loan,1,13.49,C,3,2.15,17098.44,589.59,15958.26,380.73,Northern-Irl
794094,2011,01/07/2011,1072014,3.0,MORTGAGE,3,Medium,130000,2,28000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.49,A,1,11.37,19595.8673,17250.0,0.0,544.47,munster
794040,2011,01/06/2011,1072014,10.0,MORTGAGE,3,Low,29000,1,7200, 36 months,1,INDIVIDUAL,1,small_business,3,Low,1,Good Loan,0,8.49,A,1,25.82,8177.616076,7200.0,0.0,227.26,cannught
794050,2011,01/06/2011,1012013,0.5,MORTGAGE,3,Low,25000,1,3000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,9.99,B,2,1.87,1743.03,1291.66,97.75,96.79,leinster
794023,2011,01/06/2011,1072014,3.0,RENT,1,Low,22718,1,5425, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,10.04,6485.418947,5425.0,0.0,180.17,ulster
793994,2011,01/06/2011,1032013,1.0,RENT,1,Low,30000,1,4000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,13.99,C,3,14.44,4702.74,4000.0,0.0,136.7,cannught
787086,2011,01/06/2011,1072015,9.0,RENT,1,Low,85000,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,22.11,G,7,13.68,32522.63488,20000.0,0.0,553.63,leinster
793962,2011,01/06/2011,1122011,0.5,RENT,1,Low,17000,1,1500, 36 months,1,INDIVIDUAL,1,moving,10,High,2,Bad Loan,1,15.23,C,3,2.47,453.96,168.62,195.11,52.17,leinster
793977,2011,01/07/2011,1062013,10.0,MORTGAGE,3,Medium,144000,2,30000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,8.49,A,1,10.18,33418.93,30000.01,0.0,946.89,ulster
793954,2011,01/07/2011,1072015,7.0,RENT,1,Low,37200,1,19575, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,13.49,C,3,16.68,21603.27,14539.03,0.0,450.32,ulster
793950,2011,01/06/2011,1072014,6.0,RENT,1,Low,60000,1,5000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,6.99,A,1,23.62,5556.356318,5000.0,0.0,154.37,ulster
793919,2011,01/07/2011,1072014,10.0,RENT,1,Low,51500,1,15000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,8.49,A,1,29.99,17040.35616,15000.0,0.0,473.45,Northern-Irl
793921,2011,01/06/2011,1032014,3.0,OWN,2,Low,50000,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.99,A,1,12.7,5467.456427,5000.0,0.0,152.09,Northern-Irl
782414,2011,01/06/2011,1012016,2.0,RENT,1,Low,55000,1,24250, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,22.91,29101.97,21111.38,0.0,539.31,ulster
793889,2011,01/06/2011,1122011,0.5,RENT,1,Low,80000,1,30000, 60 months,2,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,10.99,B,2,3.7,31339.21,30000.0,0.0,652.13,munster
793876,2011,01/06/2011,1072014,7.0,MORTGAGE,3,Low,62000,1,7500, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.99,B,2,6.12,8831.753493,7500.0,0.0,245.51,leinster
793898,2011,01/06/2011,1072014,3.0,MORTGAGE,3,Low,76200,1,3200, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,8.49,A,1,13.39,3632.381954,3200.0,0.0,101.01,leinster
793722,2011,01/06/2011,1012013,10.0,MORTGAGE,3,Medium,135000,2,35000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,10.99,B,2,14.57,28372.28,8564.01,14692.1,760.82,ulster
792694,2011,01/06/2011,1012013,1.0,MORTGAGE,3,Low,100000,1,25000, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,20.25,F,6,17.41,31897.21,25000.0,0.0,665.83,leinster
787865,2011,01/06/2011,1072014,2.0,RENT,1,Low,36100,1,5000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,7.49,A,1,24.72,5596.557422999999,5000.0,0.0,155.51,munster
793642,2011,01/06/2011,1062015,8.0,MORTGAGE,3,Low,62400,1,18000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.99,D,4,19.63,25749.50502,18000.0,0.0,437.63,leinster
793800,2011,01/06/2011,1072014,10.0,MORTGAGE,3,Medium,126000,2,3600, 36 months,1,INDIVIDUAL,1,car,2,High,2,Good Loan,0,15.99,D,4,12.76,4550.684085,3600.0,0.0,126.55,leinster
772665,2011,01/06/2011,1032012,0.5,RENT,1,Low,30000,1,3600, 36 months,1,INDIVIDUAL,1,medical,9,Low,1,Good Loan,0,7.49,A,1,15.72,3686.22,3600.0,0.0,111.97,munster
793772,2011,01/06/2011,1082013,6.05,OWN,2,Low,57600,1,3000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Bad Loan,1,12.99,C,3,3.65,2666.62,1952.82,145.62,101.07,Northern-Irl
793748,2011,01/06/2011,1072014,2.0,RENT,1,Low,45840,1,4800, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.49,A,1,27.83,5371.122368,4800.0,0.0,149.29,leinster
793743,2011,01/06/2011,1052014,10.0,OWN,2,Low,49000,1,14000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.99,C,3,12.54,17197.15031,14000.0,0.0,478.42,leinster
781504,2011,01/06/2011,1072013,2.0,RENT,1,Low,45000,1,16000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.99,C,3,16.13,18970.23,15999.99,0.0,539.03,ulster
792650,2011,01/06/2011,1032012,1.0,RENT,1,Low,50000,1,4000, 36 months,1,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,5.42,A,1,19.51,4131.4,4000.0,0.0,120.64,leinster
793212,2011,01/06/2011,1072014,10.0,RENT,1,Low,80000,1,4800, 36 months,1,INDIVIDUAL,1,medical,9,High,2,Good Loan,0,14.79,C,3,17.31,5969.159561,4800.0,0.0,165.91,Northern-Irl
791091,2011,01/06/2011,1072014,5.0,RENT,1,Low,35000,1,7000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.99,B,2,13.75,8242.758144,7000.0,0.0,229.14,cannught
793653,2011,01/06/2011,1102013,10.0,MORTGAGE,3,Low,76793,1,3025, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,10.99,B,2,17.72,2673.81,2161.96,14.31,99.03,munster
793650,2011,01/06/2011,1122013,10.0,RENT,1,Low,55000,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.99,B,2,15.25,7018.01,6000.0,0.0,196.41,leinster
793575,2011,01/06/2011,1032012,7.0,MORTGAGE,3,Low,40000,1,13000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,9.99,B,2,18.3,3346.56,2556.6,0.0,419.42,Northern-Irl
793469,2011,01/07/2011,1102014,3.0,MORTGAGE,3,Low,70000,1,7800, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.49,D,4,15.74,11141.02362,7800.0,0.0,195.92,leinster
793544,2011,01/06/2011,1102014,4.0,RENT,1,Medium,110000,2,24000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,18.39,E,5,24.51,31453.737889999997,24000.0,0.0,872.37,cannught
793549,2011,01/06/2011,1102012,10.0,MORTGAGE,3,Low,84000,1,23000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.99,B,2,20.81,25861.39,22999.98,0.0,763.82,leinster
793502,2011,01/07/2011,1072014,6.05,MORTGAGE,3,Low,36852,1,6000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,9.99,B,2,18.98,6966.6189890000005,6000.0,0.0,193.58,leinster
793534,2011,01/06/2011,1042013,0.5,MORTGAGE,3,Low,40000,1,16950, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Bad Loan,1,18.79,E,5,17.01,9191.62,4237.85,16.72,437.74,leinster
784486,2011,01/06/2011,1072014,10.0,MORTGAGE,3,Low,60000,1,8000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,5.99,A,1,6.22,8759.90562,8000.0,0.0,243.34,Northern-Irl
793494,2011,01/06/2011,1042012,5.0,RENT,1,Low,55000,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,8.49,A,1,9.45,10571.77,10000.0,0.0,315.63,Northern-Irl
793476,2011,01/06/2011,1082012,10.0,MORTGAGE,3,Low,96000,1,4200, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,5.99,A,1,14.65,4430.18,4200.0,0.0,127.76,cannught
793512,2011,01/06/2011,1112012,3.0,RENT,1,Low,48000,1,5000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Bad Loan,1,13.99,C,3,16.75,2914.18,1958.25,174.15,170.87,Northern-Irl
793482,2011,01/06/2011,1082012,9.0,RENT,1,Low,47000,1,7875, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.59,B,2,23.59,8600.4,7875.0,0.0,256.3,leinster
793477,2011,01/06/2011,1022014,0.5,RENT,1,Low,42000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.99,B,2,8.57,11544.49,10000.0,0.0,322.63,Northern-Irl
793479,2011,01/06/2011,1102013,1.0,RENT,1,Low,22000,1,2000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,13.99,C,3,24.0,2323.26,2000.0,0.0,68.35,ulster
793464,2011,01/06/2011,1042014,8.0,RENT,1,Low,72000,1,3000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,11.99,B,2,19.08,3580.5744630000004,3000.0,0.0,99.63,leinster
793460,2011,01/07/2011,1072014,10.0,RENT,1,Low,65000,1,7000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,12.9,8544.309554000001,7000.0,0.0,237.52,cannught
793395,2011,01/06/2011,1012012,10.0,RENT,1,Low,36000,1,4000, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,11.99,B,2,22.43,4226.58,4000.0,0.0,132.84,Northern-Irl
793449,2011,01/06/2011,1072013,3.0,RENT,1,Low,45512,1,9000, 36 months,1,INDIVIDUAL,1,wedding,5,High,2,Bad Loan,1,15.23,C,3,19.27,8590.86,5244.78,1392.33,313.01,ulster
793388,2011,01/06/2011,1072014,2.0,RENT,1,Low,60000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.49,A,1,4.88,11193.527890000001,10000.0,0.0,311.02,Northern-Irl
793421,2011,01/06/2011,1012016,9.0,RENT,1,Low,33523,1,11750, 60 months,2,INDIVIDUAL,1,major_purchase,8,High,2,Good Loan,0,17.99,E,5,23.73,16087.66,10039.64,0.0,298.31,Northern-Irl
793410,2011,01/06/2011,1072014,9.0,RENT,1,Low,55000,1,3325, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.89,D,4,16.71,4261.02,3325.0,0.0,118.37,ulster
793368,2011,01/06/2011,1112012,9.0,RENT,1,Medium,107000,2,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.49,D,4,18.19,7088.68,6000.0,0.0,212.4,ulster
792285,2011,01/07/2011,1082011,6.0,RENT,1,Low,84000,1,17800, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,22.11,G,7,5.86,18130.54,17800.0,0.0,492.74,leinster
793346,2011,01/06/2011,1072014,4.0,RENT,1,Low,41000,1,11525, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.99,C,3,21.07,13974.46059,11525.0,0.0,388.27,leinster
793285,2011,01/06/2011,1092013,10.0,RENT,1,Low,36000,1,1800, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Bad Loan,1,8.49,A,1,21.17,1897.11,1658.91,33.61,56.82,cannught
793341,2011,01/06/2011,1072014,0.5,MORTGAGE,3,Low,52000,1,20000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.99,C,3,11.7,24594.0514,20000.0,0.0,683.46,leinster
793339,2011,01/06/2011,1062013,0.5,MORTGAGE,3,Low,95000,1,25000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,22.48,G,7,15.89,34525.49,25000.01,0.0,697.32,Northern-Irl
793243,2011,01/06/2011,1052014,0.5,RENT,1,Low,29000,1,3000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,20.25,F,6,14.19,4020.0338619999998,3000.0,0.0,111.88,leinster
793313,2011,01/06/2011,1082013,0.5,MORTGAGE,3,Low,48000,1,8000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.59,B,2,5.15,9120.76,8000.0,0.0,260.36,leinster
793282,2011,01/06/2011,1072012,10.0,MORTGAGE,3,Low,50000,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.99,B,2,14.28,16191.03,15000.0,0.0,483.94,ulster
793254,2011,01/06/2011,1122013,10.0,MORTGAGE,3,Low,61000,1,12000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,10.99,B,2,20.22,14037.07,12000.0,0.0,392.81,leinster
793239,2011,01/06/2011,1062013,10.0,MORTGAGE,3,Low,90000,1,4500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.99,A,1,7.39,4785.08,4500.0,0.0,136.88,cannught
791975,2011,01/06/2011,1062015,1.0,MORTGAGE,3,Low,99996,1,15500, 60 months,2,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,11.99,B,2,10.72,20397.374659999998,15500.0,0.0,344.72,cannught
793039,2011,01/06/2011,1072015,9.0,MORTGAGE,3,Low,41600,1,14000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.99,C,3,8.02,19279.635140000002,14000.0,0.0,325.69,Northern-Irl
793221,2011,01/06/2011,1082011,10.0,RENT,1,Low,39000,1,2200, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,10.99,B,2,18.98,2220.22,2200.0,0.0,72.02,ulster
793134,2011,01/06/2011,1102011,2.0,RENT,1,Low,35000,1,10500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,9.99,B,2,18.62,1013.61,758.34,0.0,338.76,leinster
790595,2011,01/06/2011,1012014,10.0,MORTGAGE,3,Medium,115000,2,10000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,5.42,A,1,1.19,10828.64,10000.0,0.0,301.6,ulster
787915,2011,01/06/2011,1012014,6.05,MORTGAGE,3,Low,60000,1,10000, 36 months,1,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,16.89,D,4,6.12,12702.38,10000.0,0.0,355.99,ulster
792105,2011,01/07/2011,1112011,3.0,MORTGAGE,3,Low,64548,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.99,B,2,17.48,15480.94,15000.0,0.0,483.94,leinster
788280,2011,01/06/2011,1052012,0.5,MORTGAGE,3,Medium,105000,2,12225, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,17.49,D,4,4.23,6931.98,4971.34,402.22,307.06,leinster
791809,2011,01/06/2011,1062012,5.0,RENT,1,Low,42000,1,5600, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Bad Loan,1,11.99,B,2,14.51,1786.55,1233.84,0.0,185.98,leinster
792555,2011,01/06/2011,1012016,10.0,MORTGAGE,3,Low,71000,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,11.49,B,2,22.04,269.59,0.0,269.59,197.83,ulster
792985,2011,01/06/2011,1072014,3.0,RENT,1,Low,31000,1,3200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.49,B,2,19.66,3796.5603520000004,3200.0,0.0,105.51,leinster
792981,2011,01/06/2011,1072014,6.0,MORTGAGE,3,Medium,106921,2,30000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.99,B,2,11.28,34832.89712,30000.0,0.0,967.88,munster
792975,2011,01/06/2011,1012016,10.0,MORTGAGE,3,Medium,108996,2,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.49,D,4,12.25,27074.84,17107.63,0.0,502.34,Northern-Irl
792945,2011,01/06/2011,1012016,3.0,RENT,1,Low,57041,1,20000, 60 months,2,INDIVIDUAL,1,wedding,5,High,2,Good Loan,0,18.39,E,5,4.96,27653.16,17085.36,0.0,512.13,cannught
791743,2011,01/06/2011,1122015,0.5,OWN,2,Low,45000,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,10.99,B,2,14.61,13826.72,10228.13,0.0,260.85,Northern-Irl
792683,2011,01/06/2011,1012014,0.5,RENT,1,Low,55000,1,10000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,5.42,A,1,2.18,10788.99,10000.0,0.0,301.6,Northern-Irl
790795,2011,01/06/2011,1092012,2.0,MORTGAGE,3,Low,58800,1,12000, 60 months,2,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,10.99,B,2,19.45,13406.62,12000.0,0.0,260.85,ulster
790807,2011,01/06/2011,1012016,10.0,MORTGAGE,3,Low,72000,1,5125, 60 months,2,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,11.49,B,2,8.43,6041.24,4442.45,0.0,112.69,ulster
792865,2011,01/06/2011,1092014,4.0,MORTGAGE,3,Medium,185000,2,20000, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Bad Loan,1,20.25,F,6,13.53,20241.46,10266.8,24.8,532.67,cannught
792768,2011,01/06/2011,1022012,2.0,MORTGAGE,3,Low,66900,1,28000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,21.74,F,6,9.81,9833.16,1932.93,4458.0,769.2,cannught
792727,2011,01/06/2011,1112013,0.5,MORTGAGE,3,Low,95000,1,10400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.42,A,1,12.13,11240.66,10400.0,0.0,313.67,leinster
781216,2011,01/06/2011,1032014,10.0,MORTGAGE,3,Low,100000,1,7500, 36 months,1,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,13.99,C,3,24.53,9192.30239,7500.0,0.0,256.3,ulster
792704,2011,01/06/2011,1022012,0.5,OWN,2,Low,74871,1,22600, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,8.17,24313.68,22600.0,0.0,519.91,leinster
792705,2011,01/06/2011,1072014,2.0,RENT,1,Low,81600,1,5600, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,5.99,A,1,8.47,6131.866278,5600.0,0.0,170.34,Northern-Irl
770738,2011,01/06/2011,1082011,3.0,RENT,1,Low,62000,1,17000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.99,A,1,13.24,17085.39,17000.0,0.0,517.1,munster
792691,2011,01/06/2011,1022012,0.5,RENT,1,Low,65000,1,5000, 36 months,1,INDIVIDUAL,1,small_business,3,High,2,Bad Loan,1,15.62,D,4,18.28,1458.46,796.61,238.22,174.85,ulster
792666,2011,01/06/2011,1122015,3.0,RENT,1,Low,80000,1,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.49,B,2,20.32,32853.51,25000.0,0.0,549.69,cannught
779698,2011,01/06/2011,1012016,10.0,MORTGAGE,3,Low,100000,1,25000, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,21.36,F,6,24.84,36784.05,21149.42,0.0,681.41,munster
792629,2011,01/06/2011,1072014,2.0,OWN,2,Low,54000,1,2000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,10.99,B,2,11.29,2420.025471,2000.0,0.0,65.47,munster
792395,2011,01/06/2011,1012016,4.0,RENT,1,Low,65000,1,20800, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,13.49,C,3,18.5,25360.5,17587.69,0.0,478.5,leinster
792488,2011,01/06/2011,1112011,10.0,RENT,1,Low,90000,1,24000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.49,D,4,6.72,25376.16,24000.0,0.0,602.81,ulster
